,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR,Link Status,EYE-Opening,Histogram,PER,PER Statistics
0,1,30,No link,111.984 Gbps,5.627763e+11,0,1.0,0.0,LINK ('No link' R=111.984 Gbps LS='Not locked' EC='0x0' CC='0x1_0725_F264'),0.0,,0,
1,2,37,No link,111.984 Gbps,1.287395e+12,0,1.0,12.176216557020139,LINK ('No link' R=111.984 Gbps LS='Not locked' EC='0x0' CC='0x2_23F0_C7C2'),0.0,,0,
2,3,44,No link,111.984 Gbps,2.085550e+12,0,1.0,12.176216557020139,LINK ('No link' R=111.984 Gbps LS='Not locked' EC='0x0' CC='0x3_4CD5_EA95'),2.6666666666666665,PEAK (44=208 / 48=200 / 51=208 / 52=208)  VALEY (45=96 / 49=97 / 51=204),0,
3,4,51,No link,111.961 Gbps,2.921134e+12,0,1.0,12.176216557020139,LINK ('No link' R=111.984 Gbps LS='Not locked' EC='0x0' CC='0x4_8F10_DC7F'),2.6666666666666665,PEAK (44=208 / 48=200 / 51=208 / 52=208)  VALEY (45=96 / 49=97 / 51=204),0,
4,5,59,No link,111.984 Gbps,3.736623e+12,0,1.0,12.176216557020139,LINK ('No link' R=111.984 Gbps LS='Not locked' EC='0x0' CC='0x5_A3D1_65B0'),2.6666666666666665,PEAK (44=208 / 48=200 / 51=208 / 52=208)  VALEY (45=96 / 49=97 / 51=204),0,
5,6,65,No link,111.984 Gbps,4.429151e+12,0,1.0,12.176216557020139,LINK ('No link' R=111.984 Gbps LS='Not locked' EC='0x0' CC='0x6_A61D_AF61'),2.6666666666666665,PEAK (44=208 / 48=200 / 51=208 / 52=208)  VALEY (45=96 / 49=97 / 51=204),0,
6,7,71,No link,111.984 Gbps,5.132384e+12,0,1.0,12.176216557020139,LINK ('No link' R=111.984 Gbps LS='Not locked' EC='0x0' CC='0x7_AC99_0C1A'),2.6666666666666665,PEAK (44=208 / 48=200 / 51=208 / 52=208)  VALEY (45=96 / 49=97 / 51=204),0,
7,8,77,No link,111.961 Gbps,5.840162e+12,0,1.0,12.176216557020139,LINK ('No link' R=111.961 Gbps LS='Not locked' EC='0x0' CC='0x8_B41B_9DFD'),2.6666666666666665,PEAK (44=208 / 48=200 / 51=208 / 52=208)  VALEY (45=96 / 49=97 / 51=204),0,
8,9,84,No link,111.961 Gbps,6.535092e+12,0,1.0,12.176216557020139,LINK ('No link' R=111.984 Gbps LS='Not locked' EC='0x0' CC='0x9_B6CB_168A'),2.6666666666666665,PEAK (44=208 / 48=200 / 51=208 / 52=208)  VALEY (45=96 / 49=97 / 51=204),0,
9,10,90,No link,111.984 Gbps,7.250046e+12,0,1.0,12.176216557020139,LINK ('No link' R=111.984 Gbps LS='Not locked' EC='0x0' CC='0xA_C1E9_085E'),2.6666666666666665,PEAK (44=208 / 48=200 / 51=208 / 52=208)  VALEY (45=96 / 49=97 / 51=204),0,
