,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR,Link Status,EYE-Opening,Histogram,PER,PER Statistics
0,1,49,26.555 Gbps,26.543 Gbps,1.956839e+11,0,3.644906e-12,0.0,  ,0.0,,0,
1,2,61,26.555 Gbps,26.543 Gbps,5.337672e+11,0,1.616476e-12,0.0,BER (3.64e-12 / nan) rng=[3.6e-12 - 3.6e-12])  ,0.0,,0,
2,3,74,26.543 Gbps,26.543 Gbps,8.777588e+11,0,1.030756e-12,0.0,BER (2.63e-12 / 1.4e-12) rng=[1.6e-12 - 3.6e-12])  ,0.0,,0,
3,4,87,26.555 Gbps,26.555 Gbps,1.217935e+12,0,7.636589e-13,0.0,BER (2.10e-12 / 1.4e-12) rng=[1.0e-12 - 3.6e-12])  ,0.0,,0,
4,5,99,26.555 Gbps,26.543 Gbps,1.538976e+12,0,6.166022e-13,0.0,BER (1.76e-12 / 1.3e-12) rng=[7.6e-13 - 3.6e-12])  ,0.0,,0,
5,6,111,26.543 Gbps,26.543 Gbps,1.863499e+12,0,5.120653e-13,0.0,BER (1.53e-12 / 1.2e-12) rng=[6.2e-13 - 3.6e-12])  ,0.0,,0,
6,7,124,26.555 Gbps,26.555 Gbps,2.220509e+12,0,4.345943e-13,0.0,BER (1.36e-12 / 1.2e-12) rng=[5.1e-13 - 3.6e-12])  ,0.0,,0,
7,8,138,26.543 Gbps,26.555 Gbps,2.566869e+12,0,3.786674e-13,0.0,BER (1.23e-12 / 1.1e-12) rng=[4.3e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
8,9,148,26.555 Gbps,26.543 Gbps,2.824082e+12,0,3.459952e-13,0.0,BER (1.12e-12 / 1.1e-12) rng=[3.8e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
9,10,158,26.555 Gbps,26.543 Gbps,3.073716e+12,0,3.183306e-13,0.0,BER (1.04e-12 / 1.1e-12) rng=[3.5e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
10,11,167,26.543 Gbps,26.543 Gbps,3.324415e+12,0,2.947455e-13,0.0,BER (9.66e-13 / 1.0e-12) rng=[3.2e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
11,12,177,26.555 Gbps,26.543 Gbps,3.580192e+12,0,2.740888e-13,0.0,BER (9.05e-13 / 9.9e-13) rng=[2.9e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
12,13,186,26.543 Gbps,26.555 Gbps,3.834960e+12,0,2.559441e-13,0.0,BER (8.53e-13 / 9.6e-13) rng=[2.7e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
13,14,196,26.555 Gbps,26.543 Gbps,4.093758e+12,0,2.401965e-13,0.0,BER (8.07e-13 / 9.4e-13) rng=[2.6e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
14,15,206,26.543 Gbps,26.555 Gbps,4.343840e+12,0,2.264708e-13,0.0,BER (7.66e-13 / 9.1e-13) rng=[2.4e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
15,16,215,26.543 Gbps,26.555 Gbps,4.603091e+12,0,2.138469e-13,0.0,BER (7.30e-13 / 8.9e-13) rng=[2.3e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
16,17,225,26.555 Gbps,26.543 Gbps,4.867995e+12,0,2.023711e-13,0.0,BER (6.98e-13 / 8.7e-13) rng=[2.1e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
17,18,235,26.543 Gbps,26.543 Gbps,5.122127e+12,0,1.925023e-13,0.0,BER (6.69e-13 / 8.5e-13) rng=[2.0e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
18,19,244,26.543 Gbps,26.543 Gbps,5.372359e+12,0,1.835647e-13,0.0,BER (6.42e-13 / 8.3e-13) rng=[1.9e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
19,20,254,26.555 Gbps,26.543 Gbps,5.624955e+12,0,1.756802e-13,0.0,BER (6.18e-13 / 8.2e-13) rng=[1.8e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
20,21,263,26.543 Gbps,26.555 Gbps,5.866629e+12,0,1.683005e-13,0.0,BER (5.96e-13 / 8.0e-13) rng=[1.8e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
21,22,272,26.555 Gbps,26.543 Gbps,6.116724e+12,0,1.615163e-13,0.0,BER (5.76e-13 / 7.9e-13) rng=[1.7e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
22,23,282,26.555 Gbps,26.555 Gbps,6.375235e+12,0,1.550677e-13,0.0,BER (5.57e-13 / 7.7e-13) rng=[1.6e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
23,24,291,26.555 Gbps,26.543 Gbps,6.623785e+12,0,1.493839e-13,0.0,BER (5.39e-13 / 7.6e-13) rng=[1.6e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
24,25,301,26.543 Gbps,26.555 Gbps,6.864507e+12,0,1.442486e-13,0.0,BER (5.23e-13 / 7.5e-13) rng=[1.5e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
25,26,310,26.543 Gbps,26.555 Gbps,7.114216e+12,0,1.390625e-13,0.0,BER (5.08e-13 / 7.3e-13) rng=[1.4e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
26,27,320,26.555 Gbps,26.543 Gbps,7.371473e+12,0,1.33985e-13,0.0,BER (4.94e-13 / 7.2e-13) rng=[1.4e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
27,28,332,26.543 Gbps,26.555 Gbps,7.718391e+12,0,1.277951e-13,0.0,BER (4.80e-13 / 7.1e-13) rng=[1.3e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
28,29,345,26.555 Gbps,26.543 Gbps,8.052633e+12,0,1.224636e-13,0.0,BER (4.68e-13 / 7.0e-13) rng=[1.3e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
29,30,358,26.555 Gbps,26.555 Gbps,8.407441e+12,0,1.174846e-13,0.0,BER (4.56e-13 / 6.9e-13) rng=[1.2e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
30,31,371,26.555 Gbps,26.543 Gbps,8.757340e+12,0,1.127593e-13,0.0,BER (4.45e-13 / 6.8e-13) rng=[1.2e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
31,32,384,26.555 Gbps,26.555 Gbps,9.108609e+12,0,1.084962e-13,0.0,BER (4.34e-13 / 6.7e-13) rng=[1.1e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
32,33,398,26.555 Gbps,26.555 Gbps,9.477086e+12,0,1.043067e-13,0.0,BER (4.24e-13 / 6.7e-13) rng=[1.1e-13 - 3.6e-12])  ,71.0,PEAK (14=805 / 85=863)  VALEY (26),0,
33,34,411,26.555 Gbps,26.543 Gbps,9.824799e+12,0,1.005138e-13,0.0,BER (4.14e-13 / 6.6e-13) rng=[1.0e-13 - 3.6e-12])  ,71.0,PEAK (14=1850 / 85=1900)  VALEY (27),0,
34,35,424,26.555 Gbps,26.555 Gbps,1.014070e+13,0,9.792535e-14,0.0,BER (4.05e-13 / 6.5e-13) rng=[1.0e-13 - 3.6e-12])  ,71.0,PEAK (14=1850 / 85=1900)  VALEY (27),0,
35,36,433,26.543 Gbps,26.555 Gbps,1.038847e+13,0,9.558103e-14,0.0,BER (3.96e-13 / 6.4e-13) rng=[9.8e-14 - 3.6e-12])  ,71.0,PEAK (14=1850 / 85=1900)  VALEY (27),0,
36,37,443,26.543 Gbps,26.543 Gbps,1.064445e+13,0,9.330541e-14,0.0,BER (3.88e-13 / 6.4e-13) rng=[9.6e-14 - 3.6e-12])  ,71.0,PEAK (14=1850 / 85=1900)  VALEY (27),0,
37,38,452,26.555 Gbps,26.555 Gbps,1.089621e+13,0,9.119809e-14,0.0,BER (3.80e-13 / 6.3e-13) rng=[9.3e-14 - 3.6e-12])  ,71.0,PEAK (14=1850 / 85=1900)  VALEY (27),0,
