,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR,Link Status,EYE-Opening,Histogram,PER,PER Statistics
0,1,41,28.201 Gbps,28.201 Gbps,2.304092e+11,0,3.234714e-12,0.0,  ,0.0,,0,
1,2,53,28.207 Gbps,28.207 Gbps,5.880757e+11,0,1.493517e-12,0.0,BER (3.23e-12 / nan) rng=[3.2e-12 - 3.2e-12])  ,0.0,,0,
2,3,65,28.201 Gbps,28.207 Gbps,9.536772e+11,0,9.684736e-13,0.0,BER (2.36e-12 / 1.2e-12) rng=[1.5e-12 - 3.2e-12])  ,0.0,,0,
3,4,78,28.201 Gbps,28.207 Gbps,1.306893e+12,0,7.210334e-13,0.0,BER (1.90e-12 / 1.2e-12) rng=[9.7e-13 - 3.2e-12])  ,0.0,,0,
4,5,92,28.207 Gbps,28.201 Gbps,1.691309e+12,0,5.620733e-13,0.0,BER (1.60e-12 / 1.1e-12) rng=[7.2e-13 - 3.2e-12])  ,0.0,,0,
5,6,105,28.201 Gbps,28.201 Gbps,2.027718e+12,0,4.752242e-13,0.0,BER (1.40e-12 / 1.1e-12) rng=[5.6e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
6,7,116,28.207 Gbps,28.201 Gbps,2.373645e+12,0,4.056201e-13,0.0,BER (1.24e-12 / 1.0e-12) rng=[4.8e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
7,8,129,28.201 Gbps,28.207 Gbps,2.745933e+12,0,3.53164e-13,0.0,BER (1.12e-12 / 1.0e-12) rng=[4.1e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
8,9,141,28.207 Gbps,28.207 Gbps,3.022113e+12,0,3.233492e-13,0.0,BER (1.03e-12 / 9.7e-13) rng=[3.5e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
9,10,150,28.201 Gbps,28.201 Gbps,3.278192e+12,0,2.986523e-13,0.0,BER (9.49e-13 / 9.3e-13) rng=[3.2e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
10,11,159,28.201 Gbps,28.207 Gbps,3.530192e+12,0,2.77728e-13,0.0,BER (8.84e-13 / 9.0e-13) rng=[3.0e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
11,12,168,28.207 Gbps,28.207 Gbps,3.793315e+12,0,2.58814e-13,0.0,BER (8.29e-13 / 8.8e-13) rng=[2.8e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
12,13,178,28.207 Gbps,28.207 Gbps,4.065209e+12,0,2.418051e-13,0.0,BER (7.81e-13 / 8.5e-13) rng=[2.6e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
13,14,187,28.201 Gbps,28.201 Gbps,4.330149e+12,0,2.272625e-13,0.0,BER (7.40e-13 / 8.3e-13) rng=[2.4e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
14,15,196,28.201 Gbps,28.207 Gbps,4.588497e+12,0,2.146608e-13,0.0,BER (7.03e-13 / 8.1e-13) rng=[2.3e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
15,16,206,28.207 Gbps,28.207 Gbps,4.853539e+12,0,2.030762e-13,0.0,BER (6.70e-13 / 7.9e-13) rng=[2.1e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
16,17,215,28.201 Gbps,28.201 Gbps,5.113503e+12,0,1.928942e-13,0.0,BER (6.41e-13 / 7.7e-13) rng=[2.0e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
17,18,224,28.207 Gbps,28.207 Gbps,5.370284e+12,0,1.837922e-13,0.0,BER (6.15e-13 / 7.6e-13) rng=[1.9e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
18,19,233,28.201 Gbps,28.207 Gbps,5.638975e+12,0,1.751155e-13,0.0,BER (5.91e-13 / 7.4e-13) rng=[1.8e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
19,20,243,28.201 Gbps,28.207 Gbps,5.904509e+12,0,1.673205e-13,0.0,BER (5.69e-13 / 7.3e-13) rng=[1.8e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
20,21,252,28.207 Gbps,28.207 Gbps,6.169389e+12,0,1.602465e-13,0.0,BER (5.49e-13 / 7.1e-13) rng=[1.7e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
21,22,261,28.201 Gbps,28.207 Gbps,6.430900e+12,0,1.538085e-13,0.0,BER (5.30e-13 / 7.0e-13) rng=[1.6e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
22,23,271,28.201 Gbps,28.207 Gbps,6.699908e+12,0,1.477021e-13,0.0,BER (5.13e-13 / 6.9e-13) rng=[1.5e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
23,24,280,28.201 Gbps,28.201 Gbps,6.965071e+12,0,1.421353e-13,0.0,BER (4.97e-13 / 6.8e-13) rng=[1.5e-13 - 3.2e-12])  ,71.0,PEAK (14=806 / 85=878)  VALEY (24),0,
