,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR,Link Status,EYE-Opening,Histogram,PER,PER Statistics
0,1,43,51.551 Gbps,51.551 Gbps,3.844655e+11,0,1.827705e-12,0.0,  ,0.0,,0.0,
1,2,56,51.551 Gbps,51.551 Gbps,1.040907e+12,0,8.313724e-13,0.0,BER (1.83e-12 / nan) rng=[1.8e-12 - 1.8e-12])  ,0.0,,0.0,
2,3,68,51.551 Gbps,51.551 Gbps,1.708720e+12,0,5.37081e-13,0.0,BER (1.33e-12 / 7.0e-13) rng=[8.3e-13 - 1.8e-12])  ,0.0,,0.0,
3,4,82,51.551 Gbps,51.551 Gbps,2.385776e+12,0,3.876986e-13,0.0,BER (1.07e-12 / 6.8e-13) rng=[5.4e-13 - 1.8e-12])  ,0.0,,0.0,
4,5,95,51.551 Gbps,51.551 Gbps,3.058394e+12,0,3.091349e-13,0.0,BER (8.96e-13 / 6.5e-13) rng=[3.9e-13 - 1.8e-12])  ,0.0,,0.0,
5,6,108,51.551 Gbps,51.551 Gbps,3.697701e+12,0,2.583241e-13,23.17169279537204,BER (7.79e-13 / 6.2e-13) rng=[3.1e-13 - 1.8e-12])  SNR (23.2 /  0.7),0.0,,0.0,
6,7,121,51.551 Gbps,51.551 Gbps,4.399993e+12,0,2.192812e-13,23.17169279537204,BER (6.92e-13 / 5.9e-13) rng=[2.6e-13 - 1.8e-12])  SNR (23.2 /  0.7),14.333333333333334,PEAK (28=843 / 41=857 / 57=879 / 71=857)  VALEY (32=0 / 46=0 / 62=0),8.611404865283974e-12,PER: (P1:(28.0 / 1.0 rng=[0.0 - 0.0]) P2:(42.3 / 1.0 rng=[0.0 - 0.0]) P3:(57.6 / 1.1 rng=[0.0 - 0.0]) P4:(72.1 / 1.0 rng=[0.0 - 0.0]) ERR:E12=1.1e-12 E21=3.1e-12 E23=7.3e-14 E32=1.8e-13 E34=4.0e-12 E43=2.1e-13)
7,8,134,51.551 Gbps,51.551 Gbps,5.049887e+12,0,1.93121e-13,23.17169279537204,BER (6.24e-13 / 5.7e-13) rng=[2.2e-13 - 1.8e-12])  SNR (23.2 /  0.7),14.333333333333334,PEAK (28=843 / 41=857 / 57=879 / 71=857)  VALEY (32=0 / 46=0 / 62=0),8.611404865283974e-12,PER: (P1:(28.0 / 1.0 rng=[0.0 - 0.0]) P2:(42.3 / 1.0 rng=[0.0 - 0.0]) P3:(57.6 / 1.1 rng=[0.0 - 0.0]) P4:(72.1 / 1.0 rng=[0.0 - 0.0]) ERR:E12=1.1e-12 E21=3.1e-12 E23=7.3e-14 E32=1.8e-13 E34=4.0e-12 E43=2.1e-13)
8,9,145,51.551 Gbps,51.551 Gbps,5.547487e+12,0,1.761839e-13,23.17169279537204,BER (5.70e-13 / 5.5e-13) rng=[1.9e-13 - 1.8e-12])  SNR (23.2 /  0.7),14.333333333333334,PEAK (28=843 / 41=857 / 57=879 / 71=857)  VALEY (32=0 / 46=0 / 62=0),8.611404865283974e-12,PER: (P1:(28.0 / 1.0 rng=[0.0 - 0.0]) P2:(42.3 / 1.0 rng=[0.0 - 0.0]) P3:(57.6 / 1.1 rng=[0.0 - 0.0]) P4:(72.1 / 1.0 rng=[0.0 - 0.0]) ERR:E12=1.1e-12 E21=3.1e-12 E23=7.3e-14 E32=1.8e-13 E34=4.0e-12 E43=2.1e-13)
9,10,154,51.551 Gbps,51.551 Gbps,6.032553e+12,0,1.623115e-13,23.17169279537204,BER (5.27e-13 / 5.3e-13) rng=[1.8e-13 - 1.8e-12])  SNR (23.2 /  0.7),14.333333333333334,PEAK (28=843 / 41=857 / 57=879 / 71=857)  VALEY (32=0 / 46=0 / 62=0),8.611404865283974e-12,PER: (P1:(28.0 / 1.0 rng=[0.0 - 0.0]) P2:(42.3 / 1.0 rng=[0.0 - 0.0]) P3:(57.6 / 1.1 rng=[0.0 - 0.0]) P4:(72.1 / 1.0 rng=[0.0 - 0.0]) ERR:E12=1.1e-12 E21=3.1e-12 E23=7.3e-14 E32=1.8e-13 E34=4.0e-12 E43=2.1e-13)
