,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR,Link Status,EYE-Opening,Histogram,PER,PER Statistics
0,1,46,53.109 Gbps,53.109 Gbps,4.132265e+11,0,1.759631e-12,0.0,  ,0.0,,0.0,
1,2,58,53.109 Gbps,53.121 Gbps,1.086691e+12,0,8.123511e-13,0.0,BER (1.76e-12 / nan) rng=[1.8e-12 - 1.8e-12])  ,0.0,,0.0,
2,3,70,53.109 Gbps,53.109 Gbps,1.774991e+12,0,5.229202e-13,0.0,BER (1.29e-12 / 6.7e-13) rng=[8.1e-13 - 1.8e-12])  ,0.0,,0.0,
3,4,82,53.121 Gbps,53.109 Gbps,2.402687e+12,0,3.884323e-13,24.0199337908785,BER (1.03e-12 / 6.5e-13) rng=[5.2e-13 - 1.8e-12])  SNR (24.1 /  0.3),0.0,,0.0,
4,5,94,53.109 Gbps,53.121 Gbps,3.038039e+12,0,3.119605e-13,24.0199337908785,BER (8.71e-13 / 6.2e-13) rng=[3.9e-13 - 1.8e-12])  SNR (24.1 /  0.3),15.666666666666666,PEAK (26=683 / 41=682 / 58=645 / 73=683)  VALEY (30=0 / 45=0 / 61=0),3.5256215992645623e-16,PER: (P1:(27.0 / 0.9 rng=[0.0 - 0.0]) P2:(41.8 / 0.9 rng=[0.0 - 0.0]) P3:(57.9 / 0.9 rng=[0.0 - 0.0]) P4:(73.0 / 0.9 rng=[0.0 - 0.0]) ERR:E12=3.3e-16 E21=9.2e-18 E23=0.0e+00 E32=7.9e-20 E34=0.0e+00 E43=1.0e-17)
5,6,106,53.109 Gbps,53.109 Gbps,3.686887e+12,0,2.60208e-13,24.0199337908785,BER (7.59e-13 / 5.9e-13) rng=[3.1e-13 - 1.8e-12])  SNR (24.1 /  0.3),15.666666666666666,PEAK (26=683 / 41=682 / 58=645 / 73=683)  VALEY (30=0 / 45=0 / 61=0),3.5256215992645623e-16,PER: (P1:(27.0 / 0.9 rng=[0.0 - 0.0]) P2:(41.8 / 0.9 rng=[0.0 - 0.0]) P3:(57.9 / 0.9 rng=[0.0 - 0.0]) P4:(73.0 / 0.9 rng=[0.0 - 0.0]) ERR:E12=3.3e-16 E21=9.2e-18 E23=0.0e+00 E32=7.9e-20 E34=0.0e+00 E43=1.0e-17)
6,7,118,53.109 Gbps,53.121 Gbps,4.327478e+12,0,2.236687e-13,24.0199337908785,BER (6.76e-13 / 5.7e-13) rng=[2.6e-13 - 1.8e-12])  SNR (24.1 /  0.3),15.666666666666666,PEAK (26=683 / 41=682 / 58=645 / 73=683)  VALEY (30=0 / 45=0 / 61=0),3.5256215992645623e-16,PER: (P1:(27.0 / 0.9 rng=[0.0 - 0.0]) P2:(41.8 / 0.9 rng=[0.0 - 0.0]) P3:(57.9 / 0.9 rng=[0.0 - 0.0]) P4:(73.0 / 0.9 rng=[0.0 - 0.0]) ERR:E12=3.3e-16 E21=9.2e-18 E23=0.0e+00 E32=7.9e-20 E34=0.0e+00 E43=1.0e-17)
7,8,130,53.109 Gbps,53.109 Gbps,4.991074e+12,0,1.942228e-13,24.0199337908785,BER (6.11e-13 / 5.4e-13) rng=[2.2e-13 - 1.8e-12])  SNR (24.1 /  0.3),15.666666666666666,PEAK (26=683 / 41=682 / 58=645 / 73=683)  VALEY (30=0 / 45=0 / 61=0),3.5256215992645623e-16,PER: (P1:(27.0 / 0.9 rng=[0.0 - 0.0]) P2:(41.8 / 0.9 rng=[0.0 - 0.0]) P3:(57.9 / 0.9 rng=[0.0 - 0.0]) P4:(73.0 / 0.9 rng=[0.0 - 0.0]) ERR:E12=3.3e-16 E21=9.2e-18 E23=0.0e+00 E32=7.9e-20 E34=0.0e+00 E43=1.0e-17)
8,9,142,53.121 Gbps,53.121 Gbps,5.523554e+12,0,1.768165e-13,24.0199337908785,BER (5.59e-13 / 5.3e-13) rng=[1.9e-13 - 1.8e-12])  SNR (24.1 /  0.3),15.666666666666666,PEAK (26=683 / 41=682 / 58=645 / 73=683)  VALEY (30=0 / 45=0 / 61=0),3.5256215992645623e-16,PER: (P1:(27.0 / 0.9 rng=[0.0 - 0.0]) P2:(41.8 / 0.9 rng=[0.0 - 0.0]) P3:(57.9 / 0.9 rng=[0.0 - 0.0]) P4:(73.0 / 0.9 rng=[0.0 - 0.0]) ERR:E12=3.3e-16 E21=9.2e-18 E23=0.0e+00 E32=7.9e-20 E34=0.0e+00 E43=1.0e-17)
9,10,151,53.109 Gbps,53.121 Gbps,6.019165e+12,0,1.625745e-13,24.0199337908785,BER (5.17e-13 / 5.1e-13) rng=[1.8e-13 - 1.8e-12])  SNR (24.1 /  0.3),15.666666666666666,PEAK (26=683 / 41=682 / 58=645 / 73=683)  VALEY (30=0 / 45=0 / 61=0),3.5256215992645623e-16,PER: (P1:(27.0 / 0.9 rng=[0.0 - 0.0]) P2:(41.8 / 0.9 rng=[0.0 - 0.0]) P3:(57.9 / 0.9 rng=[0.0 - 0.0]) P4:(73.0 / 0.9 rng=[0.0 - 0.0]) ERR:E12=3.3e-16 E21=9.2e-18 E23=0.0e+00 E32=7.9e-20 E34=0.0e+00 E43=1.0e-17)
