,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR,Link Status,EYE-Opening,Histogram,PER,PER Statistics
0,1,43,10.31 Gbps,10.31 Gbps,8.503664e+10,0,8.790356e-12,0.0,  ,0.0,,0,
1,2,55,10.31 Gbps,10.31 Gbps,2.142066e+11,0,4.071816e-12,0.0,BER (8.79e-12 / nan) rng=[8.8e-12 - 8.8e-12])  ,0.0,,0,
2,3,67,10.31 Gbps,10.31 Gbps,3.448786e+11,0,2.684575e-12,0.0,BER (6.43e-12 / 3.3e-12) rng=[4.1e-12 - 8.8e-12])  ,0.0,,0,
3,4,80,10.31 Gbps,10.31 Gbps,4.761258e+11,0,1.986551e-12,7.313318772173495,BER (5.18e-12 / 3.2e-12) rng=[2.7e-12 - 8.8e-12])  SNR ( 7.3 /  0.1),0.0,,0,
4,5,92,10.31 Gbps,10.31 Gbps,5.981645e+11,0,1.588672e-12,7.313318772173495,BER (4.38e-12 / 3.1e-12) rng=[2.0e-12 - 8.8e-12])  SNR ( 7.3 /  0.1),77.0,PEAK (11=829 / 88=889)  VALEY (19),0,
5,6,105,10.31 Gbps,10.31 Gbps,7.310847e+11,0,1.308974e-12,7.313318772173495,BER (3.82e-12 / 2.9e-12) rng=[1.6e-12 - 8.8e-12])  SNR ( 7.3 /  0.1),77.0,PEAK (11=829 / 88=889)  VALEY (19),0,
6,7,118,10.31 Gbps,10.31 Gbps,8.705129e+11,0,1.106852e-12,7.313318772173495,BER (3.41e-12 / 2.8e-12) rng=[1.3e-12 - 8.8e-12])  SNR ( 7.3 /  0.1),77.0,PEAK (11=829 / 88=889)  VALEY (19),0,
7,8,131,10.31 Gbps,10.31 Gbps,1.000010e+12,0,9.718025e-13,7.313318772173495,BER (3.08e-12 / 2.7e-12) rng=[1.1e-12 - 8.8e-12])  SNR ( 7.3 /  0.1),77.0,PEAK (11=829 / 88=889)  VALEY (19),0,
8,9,142,10.31 Gbps,10.31 Gbps,1.096370e+12,0,8.911581e-13,7.313318772173495,BER (2.81e-12 / 2.6e-12) rng=[9.7e-13 - 8.8e-12])  SNR ( 7.3 /  0.1),77.0,PEAK (11=829 / 88=889)  VALEY (19),0,
9,10,151,10.31 Gbps,10.31 Gbps,1.193520e+12,0,8.201723e-13,7.313318772173495,BER (2.60e-12 / 2.5e-12) rng=[8.9e-13 - 8.8e-12])  SNR ( 7.3 /  0.1),77.0,PEAK (11=829 / 88=889)  VALEY (19),0,
