,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR
236,237,4634,53.121 Gbps,53.109 Gbps,2.455280e+14,1.00000e+00,4.07261e-15,22.51108
237,238,4662,53.121 Gbps,53.109 Gbps,2.469813e+14,1.00000e+00,4.04859e-15,22.20071
238,239,4689,53.121 Gbps,53.121 Gbps,2.484199e+14,1.00000e+00,4.02524e-15,24.30859
239,240,4716,53.121 Gbps,53.109 Gbps,2.498600e+14,1.00000e+00,4.00205e-15,23.20776
240,241,4743,53.121 Gbps,53.109 Gbps,2.512868e+14,1.00000e+00,3.97925e-15,22.19306
241,242,4770,53.121 Gbps,53.109 Gbps,2.527571e+14,1.00000e+00,3.95614e-15,23.15096
242,243,4798,53.109 Gbps,53.109 Gbps,2.542143e+14,1.00000e+00,3.93346e-15,22.35343
243,244,4825,53.109 Gbps,53.109 Gbps,2.556421e+14,1.00000e+00,3.91149e-15,24.15810
244,245,4849,53.109 Gbps,53.109 Gbps,2.569393e+14,1.00000e+00,3.89178e-15,22.39914
245,246,4873,53.109 Gbps,53.109 Gbps,2.582144e+14,1.00000e+00,3.87253e-15,22.42964
246,247,4898,53.109 Gbps,53.121 Gbps,2.595090e+14,1.00000e+00,3.85322e-15,22.58858
247,248,4922,53.109 Gbps,53.109 Gbps,2.608031e+14,1.00000e+00,3.83411e-15,23.00455
248,249,4946,53.121 Gbps,53.121 Gbps,2.621025e+14,1.00000e+00,3.81512e-15,23.14559
249,250,4970,53.109 Gbps,53.121 Gbps,2.633775e+14,1.00000e+00,3.79664e-15,23.66227
250,251,4995,53.109 Gbps,53.109 Gbps,2.647071e+14,1.00000e+00,3.77757e-15,22.60995
251,252,5020,53.109 Gbps,53.109 Gbps,2.660117e+14,1.00000e+00,3.75904e-15,22.54793
252,253,5045,53.109 Gbps,53.121 Gbps,2.673281e+14,1.00000e+00,3.74053e-15,22.84756
253,254,5069,53.121 Gbps,53.109 Gbps,2.686235e+14,1.00000e+00,3.72250e-15,21.72939
254,255,5095,53.109 Gbps,53.109 Gbps,2.700068e+14,1.00000e+00,3.70336e-15,23.03347
255,256,5120,53.109 Gbps,53.121 Gbps,2.713412e+14,1.00000e+00,3.68525e-15,23.25935
256,257,5145,53.109 Gbps,53.109 Gbps,2.726718e+14,1.00000e+00,3.66722e-15,23.80497
257,258,5170,53.121 Gbps,53.109 Gbps,2.739942e+14,1.00000e+00,3.64953e-15,22.40314
