,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR
0,1,27,53.109 Gbps,53.109 Gbps,5.432009e+11,9.10000e+01,1.65615e-10,0.00000
1,2,45,53.109 Gbps,53.109 Gbps,1.540385e+12,2.60000e+02,1.68039e-10,0.00000
2,3,69,53.109 Gbps,53.109 Gbps,2.807388e+12,4.71000e+02,1.67340e-10,0.00000
3,4,83,53.109 Gbps,53.109 Gbps,3.543960e+12,6.07000e+02,1.70468e-10,0.00000
4,5,97,53.121 Gbps,53.121 Gbps,4.280339e+12,7.15000e+02,1.66654e-10,0.00000
5,6,110,53.109 Gbps,53.109 Gbps,4.987240e+12,8.31000e+02,1.66341e-10,0.00000
6,7,124,53.109 Gbps,53.121 Gbps,5.719898e+12,9.41000e+02,1.64351e-10,0.00000
7,8,137,53.109 Gbps,53.109 Gbps,6.443350e+12,1.08000e+03,1.67454e-10,0.00000
8,9,151,53.109 Gbps,53.109 Gbps,7.179311e+12,1.18800e+03,1.65328e-10,0.00000
9,10,165,53.109 Gbps,53.121 Gbps,7.905748e+12,1.29600e+03,1.63618e-10,0.00000
10,11,179,53.121 Gbps,53.121 Gbps,8.656404e+12,1.39400e+03,1.60937e-10,0.00000
11,12,194,53.109 Gbps,53.121 Gbps,9.452795e+12,1.52500e+03,1.61104e-10,0.00000
12,13,208,53.109 Gbps,53.109 Gbps,1.020286e+13,1.64700e+03,1.61447e-10,0.00000
13,14,223,53.109 Gbps,53.121 Gbps,1.099829e+13,1.76700e+03,1.60499e-10,0.00000
14,15,239,53.121 Gbps,53.109 Gbps,1.181634e+13,1.89500e+03,1.60202e-10,0.00000
15,16,253,53.109 Gbps,53.121 Gbps,1.259083e+13,2.00600e+03,1.59222e-10,0.00000
16,17,268,53.109 Gbps,53.109 Gbps,1.335875e+13,2.10300e+03,1.57473e-10,0.00000
17,18,283,53.121 Gbps,53.109 Gbps,1.414972e+13,2.20900e+03,1.56167e-10,0.00000
18,19,297,53.109 Gbps,53.109 Gbps,1.489875e+13,2.29900e+03,1.54250e-10,0.00000
19,20,311,53.109 Gbps,53.109 Gbps,1.568419e+13,2.42200e+03,1.54282e-10,0.00000
20,21,326,53.109 Gbps,53.109 Gbps,1.647151e+13,2.55000e+03,1.54805e-10,0.00000
21,22,341,53.109 Gbps,53.109 Gbps,1.724080e+13,2.67700e+03,1.55171e-10,0.00000
22,23,355,53.121 Gbps,53.121 Gbps,1.800829e+13,2.78800e+03,1.54716e-10,0.00000
23,24,370,53.109 Gbps,53.121 Gbps,1.882213e+13,2.91000e+03,1.54599e-10,0.00000
24,25,385,53.121 Gbps,53.121 Gbps,1.958645e+13,3.03100e+03,1.54717e-10,0.00000
25,26,400,53.121 Gbps,53.109 Gbps,2.037206e+13,3.16700e+03,1.55405e-10,0.00000
26,27,414,53.109 Gbps,53.109 Gbps,2.113543e+13,3.29500e+03,1.55808e-10,0.00000
27,28,429,53.109 Gbps,53.109 Gbps,2.190533e+13,3.42100e+03,1.56081e-10,0.00000
28,29,443,53.121 Gbps,53.109 Gbps,2.269702e+13,3.54600e+03,1.56171e-10,0.00000
29,30,459,53.121 Gbps,53.121 Gbps,2.349620e+13,3.68400e+03,1.56745e-10,0.00000
30,31,474,53.109 Gbps,53.121 Gbps,2.431228e+13,3.81200e+03,1.56703e-10,0.00000
31,32,489,53.121 Gbps,53.109 Gbps,2.512413e+13,3.92700e+03,1.56216e-10,0.00000
32,33,505,53.109 Gbps,53.109 Gbps,2.594552e+13,4.04900e+03,1.55970e-10,0.00000
33,34,520,53.121 Gbps,53.121 Gbps,2.676477e+13,4.16300e+03,1.55502e-10,0.00000
34,35,535,53.109 Gbps,53.109 Gbps,2.756603e+13,4.29200e+03,1.55680e-10,0.00000
35,36,550,53.109 Gbps,53.109 Gbps,2.837794e+13,4.42600e+03,1.55884e-10,0.00000
36,37,565,53.121 Gbps,53.109 Gbps,2.917281e+13,4.53500e+03,1.55452e-10,0.00000
37,38,580,53.109 Gbps,53.121 Gbps,2.998001e+13,4.66300e+03,1.55491e-10,0.00000
38,39,596,53.109 Gbps,53.109 Gbps,3.082254e+13,4.77700e+03,1.54983e-10,0.00000
39,40,611,53.109 Gbps,53.121 Gbps,3.161059e+13,4.88800e+03,1.54562e-10,0.00000
40,41,626,53.121 Gbps,53.121 Gbps,3.239463e+13,4.99300e+03,1.54074e-10,0.00000
41,42,641,53.109 Gbps,53.121 Gbps,3.321150e+13,5.10400e+03,1.53625e-10,0.00000
42,43,657,53.121 Gbps,53.109 Gbps,3.403643e+13,5.24200e+03,1.53954e-10,0.00000
43,44,672,53.109 Gbps,53.109 Gbps,3.484872e+13,5.39500e+03,1.54755e-10,0.00000
44,45,688,53.109 Gbps,53.109 Gbps,3.568627e+13,5.54700e+03,1.55473e-10,0.00000
45,46,704,53.109 Gbps,53.121 Gbps,3.651340e+13,5.68500e+03,1.55640e-10,0.00000
46,47,719,53.109 Gbps,53.121 Gbps,3.733416e+13,5.83400e+03,1.56264e-10,0.00000
47,48,735,53.109 Gbps,53.121 Gbps,3.816347e+13,5.95500e+03,1.55985e-10,0.00000
48,49,751,53.109 Gbps,53.109 Gbps,3.901740e+13,6.09800e+03,1.56236e-10,0.00000
49,50,766,53.121 Gbps,53.121 Gbps,3.983940e+13,6.22600e+03,1.56252e-10,0.00000
50,51,782,53.109 Gbps,53.109 Gbps,4.066509e+13,6.36500e+03,1.56519e-10,0.00000
51,52,797,53.109 Gbps,53.109 Gbps,4.149919e+13,6.50900e+03,1.56812e-10,0.00000
52,53,813,53.121 Gbps,53.109 Gbps,4.233612e+13,6.61600e+03,1.56273e-10,0.00000
53,54,829,53.109 Gbps,53.109 Gbps,4.318285e+13,6.76300e+03,1.56562e-10,0.00000
54,55,845,53.109 Gbps,53.121 Gbps,4.401738e+13,6.87600e+03,1.56165e-10,0.00000
55,56,861,53.121 Gbps,53.109 Gbps,4.485226e+13,7.00700e+03,1.56181e-10,0.00000
56,57,877,53.109 Gbps,53.109 Gbps,4.570867e+13,7.14300e+03,1.56221e-10,0.00000
57,58,894,53.109 Gbps,53.109 Gbps,4.660866e+13,7.27500e+03,1.56069e-10,0.00000
58,59,910,53.109 Gbps,53.121 Gbps,4.750575e+13,7.42400e+03,1.56230e-10,0.00000
59,60,928,53.121 Gbps,53.109 Gbps,4.842070e+13,7.58100e+03,1.56518e-10,0.00000
60,61,944,53.121 Gbps,53.109 Gbps,4.930709e+13,7.70300e+03,1.56201e-10,0.00000
61,62,962,53.121 Gbps,53.109 Gbps,5.025154e+13,7.85800e+03,1.56390e-10,0.00000
62,63,979,53.121 Gbps,53.109 Gbps,5.112851e+13,7.99300e+03,1.56288e-10,0.00000
63,64,995,53.109 Gbps,53.121 Gbps,5.201950e+13,8.11600e+03,1.56000e-10,0.00000
64,65,1012,53.109 Gbps,53.109 Gbps,5.291565e+13,8.25900e+03,1.56056e-10,0.00000
65,66,1029,53.109 Gbps,53.109 Gbps,5.379193e+13,8.38800e+03,1.55896e-10,0.00000
66,67,1046,53.121 Gbps,53.109 Gbps,5.468897e+13,8.53700e+03,1.56061e-10,0.00000
67,68,1062,53.109 Gbps,53.121 Gbps,5.556636e+13,8.67100e+03,1.55997e-10,0.00000
