,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR
0,1,26,53.109 Gbps,53.121 Gbps,5.758727e+11,0.00000e+00,1.71706e-12,0.00000
1,2,44,53.109 Gbps,53.109 Gbps,1.504264e+12,0.00000e+00,6.60476e-13,0.00000
2,3,68,53.109 Gbps,53.109 Gbps,2.824837e+12,0.00000e+00,3.52671e-13,23.80656
3,4,82,53.121 Gbps,53.109 Gbps,3.551446e+12,0.00000e+00,2.80270e-13,22.37963
4,5,96,53.109 Gbps,53.109 Gbps,4.288940e+12,1.00000e+00,2.32431e-13,23.05814
5,6,109,53.109 Gbps,53.109 Gbps,5.001442e+12,2.00000e+00,3.99135e-13,22.55035
6,7,123,53.109 Gbps,53.109 Gbps,5.727280e+12,2.00000e+00,3.47905e-13,22.67200
7,8,137,53.121 Gbps,53.121 Gbps,6.454960e+12,2.00000e+00,3.09171e-13,22.68022
8,9,151,53.109 Gbps,53.121 Gbps,7.189303e+12,3.00000e+00,4.16256e-13,22.32026
9,10,164,53.121 Gbps,53.109 Gbps,7.917834e+12,3.00000e+00,3.78192e-13,22.87518
10,11,178,53.109 Gbps,53.121 Gbps,8.669294e+12,3.00000e+00,3.45461e-13,21.77294
11,12,193,53.121 Gbps,53.121 Gbps,9.459181e+12,4.00000e+00,4.22270e-13,22.80571
12,13,208,53.121 Gbps,53.109 Gbps,1.021891e+13,4.00000e+00,3.90881e-13,22.49096
13,14,222,53.109 Gbps,53.109 Gbps,1.100697e+13,5.00000e+00,4.53724e-13,23.67563
14,15,238,53.109 Gbps,53.109 Gbps,1.182737e+13,5.00000e+00,4.22170e-13,22.36170
15,16,252,53.109 Gbps,53.109 Gbps,1.259761e+13,5.00000e+00,3.96471e-13,22.37433
16,17,267,53.121 Gbps,53.121 Gbps,1.337381e+13,5.00000e+00,3.73464e-13,23.45490
17,18,282,53.121 Gbps,53.121 Gbps,1.415530e+13,6.00000e+00,4.23237e-13,22.91539
18,19,296,53.109 Gbps,53.109 Gbps,1.491726e+13,6.00000e+00,4.01887e-13,22.20367
19,20,311,53.109 Gbps,53.121 Gbps,1.569062e+13,8.00000e+00,5.09361e-13,23.98146
20,21,326,53.109 Gbps,53.109 Gbps,1.648823e+13,8.00000e+00,4.84795e-13,22.86512
21,22,340,53.109 Gbps,53.109 Gbps,1.725523e+13,8.00000e+00,4.63247e-13,22.71571
22,23,354,53.121 Gbps,53.121 Gbps,1.801592e+13,8.00000e+00,4.43554e-13,21.83579
23,24,370,53.109 Gbps,53.109 Gbps,1.882897e+13,8.00000e+00,4.24522e-13,22.25511
24,25,384,53.109 Gbps,53.109 Gbps,1.960298e+13,8.00000e+00,4.07823e-13,21.87430
25,26,399,53.109 Gbps,53.109 Gbps,2.038201e+13,9.00000e+00,4.41185e-13,23.57131
26,27,413,53.121 Gbps,53.109 Gbps,2.114778e+13,9.00000e+00,4.25341e-13,23.24803
27,28,428,53.121 Gbps,53.109 Gbps,2.192418e+13,9.00000e+00,4.10291e-13,22.46910
28,29,443,53.109 Gbps,53.109 Gbps,2.271047e+13,9.00000e+00,3.96035e-13,22.96225
29,30,458,53.121 Gbps,53.121 Gbps,2.351313e+13,9.00000e+00,3.82543e-13,22.12658
30,31,473,53.109 Gbps,53.121 Gbps,2.432841e+13,9.00000e+00,3.69740e-13,22.38874
31,32,488,53.121 Gbps,53.109 Gbps,2.513757e+13,1.00000e+01,3.97563e-13,22.65381
32,33,504,53.121 Gbps,53.109 Gbps,2.595952e+13,1.00000e+01,3.84974e-13,22.81933
33,34,519,53.121 Gbps,53.121 Gbps,2.677877e+13,1.00000e+01,3.73190e-13,22.34357
34,35,534,53.121 Gbps,53.109 Gbps,2.757564e+13,1.00000e+01,3.62395e-13,22.61214
35,36,549,53.109 Gbps,53.121 Gbps,2.838282e+13,1.00000e+01,3.52132e-13,23.48862
36,37,565,53.109 Gbps,53.109 Gbps,2.918643e+13,1.00000e+01,3.42492e-13,23.80444
37,38,580,53.121 Gbps,53.121 Gbps,2.999094e+13,1.00000e+01,3.33289e-13,24.35665
38,39,595,53.109 Gbps,53.109 Gbps,3.082435e+13,1.00000e+01,3.24193e-13,21.94428
39,40,610,53.121 Gbps,53.121 Gbps,3.162043e+13,1.10000e+01,3.47675e-13,24.15096
40,41,625,53.109 Gbps,53.109 Gbps,3.240888e+13,1.10000e+01,3.39230e-13,23.81920
41,42,641,53.109 Gbps,53.109 Gbps,3.321713e+13,1.20000e+01,3.61063e-13,22.40841
42,43,656,53.109 Gbps,53.109 Gbps,3.404723e+13,1.20000e+01,3.52276e-13,22.66151
43,44,671,53.121 Gbps,53.109 Gbps,3.486077e+13,1.20000e+01,3.44067e-13,21.75542
44,45,687,53.121 Gbps,53.109 Gbps,3.569449e+13,1.30000e+01,3.64064e-13,22.76612
45,46,703,53.109 Gbps,53.109 Gbps,3.652578e+13,1.30000e+01,3.55733e-13,23.44179
46,47,718,53.109 Gbps,53.121 Gbps,3.734750e+13,1.30000e+01,3.47955e-13,22.95751
47,48,734,53.121 Gbps,53.121 Gbps,3.817142e+13,1.30000e+01,3.40425e-13,23.08126
48,49,750,53.109 Gbps,53.121 Gbps,3.903060e+13,1.30000e+01,3.32938e-13,21.77292
49,50,765,53.121 Gbps,53.109 Gbps,3.985465e+13,1.30000e+01,3.26093e-13,22.83036
50,51,781,53.109 Gbps,53.109 Gbps,4.067292e+13,1.30000e+01,3.19498e-13,23.75850
51,52,796,53.121 Gbps,53.109 Gbps,4.150386e+13,1.30000e+01,3.13071e-13,22.33145
52,53,812,53.109 Gbps,53.121 Gbps,4.234460e+13,1.40000e+01,3.30518e-13,22.22903
53,54,828,53.109 Gbps,53.121 Gbps,4.319440e+13,1.40000e+01,3.24009e-13,23.52265
54,55,844,53.121 Gbps,53.121 Gbps,4.403273e+13,1.40000e+01,3.17871e-13,22.83467
55,56,860,53.109 Gbps,53.109 Gbps,4.486911e+13,1.40000e+01,3.11924e-13,22.37511
