,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR,Link Status,EYE-Opening,Histogram,PER,PER Statistics
0,1,65,56.402 Gbps,56.402 Gbps,4.700423e+11,144755,2.599351e-07,22.999671783410278,  SNR (22.2 /  0.4),0.0,,0.0,
1,2,75,56.402 Gbps,56.414 Gbps,1.147066e+12,318989,2.614659e-07,22.999671783410278,BER (2.60e-07 / nan) rng=[2.6e-07 - 2.6e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
2,3,86,56.414 Gbps,56.402 Gbps,1.805706e+12,494363,2.61266e-07,22.999671783410278,BER (2.61e-07 / 1.1e-09) rng=[2.6e-07 - 2.6e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
3,4,98,56.414 Gbps,56.402 Gbps,2.487160e+12,670687,2.624944e-07,22.999671783410278,BER (2.61e-07 / 8.3e-10) rng=[2.6e-07 - 2.6e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
4,5,110,56.402 Gbps,56.414 Gbps,3.136518e+12,840821,2.635929e-07,22.999671783410278,BER (2.61e-07 / 1.1e-09) rng=[2.6e-07 - 2.6e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
5,6,121,56.414 Gbps,56.402 Gbps,3.803834e+12,1031646,2.655724e-07,22.999671783410278,BER (2.62e-07 / 1.4e-09) rng=[2.6e-07 - 2.6e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
6,7,132,56.414 Gbps,56.402 Gbps,4.425592e+12,1205115,2.674441e-07,22.999671783410278,BER (2.62e-07 / 2.0e-09) rng=[2.6e-07 - 2.7e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
7,8,144,56.414 Gbps,56.414 Gbps,5.085237e+12,1388826,2.701251e-07,22.999671783410278,BER (2.63e-07 / 2.6e-09) rng=[2.6e-07 - 2.7e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
8,9,155,56.414 Gbps,56.414 Gbps,5.628252e+12,1551771,2.725039e-07,22.999671783410278,BER (2.64e-07 / 3.5e-09) rng=[2.6e-07 - 2.7e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
9,10,164,56.414 Gbps,56.414 Gbps,6.111560e+12,1692585,2.743524e-07,22.999671783410278,BER (2.65e-07 / 4.3e-09) rng=[2.6e-07 - 2.7e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
10,11,173,56.402 Gbps,56.402 Gbps,6.624339e+12,1841116,2.75934e-07,22.999671783410278,BER (2.66e-07 / 5.0e-09) rng=[2.6e-07 - 2.7e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
11,12,181,56.414 Gbps,56.402 Gbps,7.107554e+12,1987551,2.771465e-07,22.999671783410278,BER (2.67e-07 / 5.7e-09) rng=[2.6e-07 - 2.8e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
12,13,191,56.402 Gbps,56.402 Gbps,7.603930e+12,2136966,2.786048e-07,22.999671783410278,BER (2.68e-07 / 6.2e-09) rng=[2.6e-07 - 2.8e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
13,14,199,56.402 Gbps,56.414 Gbps,8.123103e+12,2286265,2.795303e-07,22.999671783410278,BER (2.68e-07 / 6.6e-09) rng=[2.6e-07 - 2.8e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
14,15,208,56.402 Gbps,56.402 Gbps,8.611349e+12,2433562,2.803769e-07,22.999671783410278,BER (2.69e-07 / 7.0e-09) rng=[2.6e-07 - 2.8e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
15,16,217,56.402 Gbps,56.402 Gbps,9.090137e+12,2572569,2.810158e-07,22.999671783410278,BER (2.70e-07 / 7.4e-09) rng=[2.6e-07 - 2.8e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
16,17,226,56.414 Gbps,56.402 Gbps,9.608316e+12,2719426,2.812869e-07,22.999671783410278,BER (2.71e-07 / 7.6e-09) rng=[2.6e-07 - 2.8e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
17,18,234,56.414 Gbps,56.402 Gbps,1.008682e+13,2860845,2.816921e-07,22.999671783410278,BER (2.71e-07 / 7.8e-09) rng=[2.6e-07 - 2.8e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
18,19,244,56.402 Gbps,56.402 Gbps,1.057008e+13,2994395,2.8202e-07,22.999671783410278,BER (2.72e-07 / 8.0e-09) rng=[2.6e-07 - 2.8e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
19,20,252,56.402 Gbps,56.402 Gbps,1.106231e+13,3146203,2.827088e-07,22.999671783410278,BER (2.72e-07 / 8.1e-09) rng=[2.6e-07 - 2.8e-07])  SNR (22.2 /  0.4),18.333333333333332,PEAK (22=1031 / 40=1195 / 59=1195 / 77=1002)  VALEY (27=0 / 45=0 / 65=0),1.9759640736251172e-10,PER: (P1:(21.5 / 1.3 rng=[0.0 - 0.0]) P2:(40.0 / 1.5 rng=[0.0 - 0.0]) P3:(60.0 / 1.4 rng=[0.0 - 0.0]) P4:(78.4 / 1.4 rng=[0.0 - 0.0]) ERR:E12=2.6e-12 E21=1.0e-10 E23=2.6e-12 E32=2.6e-13 E34=1.6e-11 E43=7.7e-11)
