,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR,Link Status,EYE-Opening,Histogram,PER,PER Statistics
0,1,45,10.31 Gbps,10.31 Gbps,7.719929e+10,0,9.634803e-12,0.0,  ,0.0,,0,
1,2,57,10.31 Gbps,10.31 Gbps,1.968730e+11,0,4.473983e-12,0.0,BER (9.63e-12 / nan) rng=[9.6e-12 - 9.6e-12])  ,0.0,,0,
2,3,68,10.31 Gbps,10.31 Gbps,3.252372e+11,0,2.81183e-12,0.0,BER (7.05e-12 / 3.6e-12) rng=[4.5e-12 - 9.6e-12])  ,0.0,,0,
3,4,80,10.31 Gbps,10.31 Gbps,4.405963e+11,0,2.113531e-12,0.0,BER (5.64e-12 / 3.6e-12) rng=[2.8e-12 - 9.6e-12])  ,0.0,,0,
4,5,92,10.31 Gbps,10.31 Gbps,5.521119e+11,0,1.691876e-12,0.0,BER (4.76e-12 / 3.4e-12) rng=[2.1e-12 - 9.6e-12])  ,0.0,,0,
5,6,104,10.31 Gbps,10.31 Gbps,6.852816e+11,0,1.406873e-12,0.0,BER (4.15e-12 / 3.2e-12) rng=[1.7e-12 - 9.6e-12])  ,77.0,PEAK (11=289 / 88=254)  VALEY (17),0,
6,7,114,10.31 Gbps,10.31 Gbps,8.004544e+11,0,1.202122e-12,0.0,BER (3.69e-12 / 3.1e-12) rng=[1.4e-12 - 9.6e-12])  ,77.0,PEAK (11=1153 / 88=1074)  VALEY (18),0,
7,8,127,10.31 Gbps,10.31 Gbps,9.206511e+11,0,1.04896e-12,0.0,BER (3.33e-12 / 3.0e-12) rng=[1.2e-12 - 9.6e-12])  ,77.0,PEAK (11=1153 / 88=1074)  VALEY (18),0,
8,9,138,10.31 Gbps,10.31 Gbps,1.022211e+12,0,9.557163e-13,0.0,BER (3.05e-12 / 2.9e-12) rng=[1.0e-12 - 9.6e-12])  ,77.0,PEAK (11=1153 / 88=1074)  VALEY (18),0,
9,10,146,10.31 Gbps,10.31 Gbps,1.110412e+12,0,8.8009e-13,0.0,BER (2.82e-12 / 2.8e-12) rng=[9.6e-13 - 9.6e-12])  ,77.0,PEAK (11=1153 / 88=1074)  VALEY (18),0,
