,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR,Link Status,EYE-Opening,Histogram,PER,PER Statistics
0,1,57,25.77 Gbps,25.77 Gbps,1.702879e+11,0,4.175439e-12,0.0,  ,0.0,,0,
1,2,69,25.77 Gbps,25.77 Gbps,4.715230e+11,0,1.820667e-12,0.0,BER (4.18e-12 / nan) rng=[4.2e-12 - 4.2e-12])  ,0.0,,0,
2,3,80,25.77 Gbps,25.77 Gbps,7.926270e+11,0,1.150031e-12,0.0,BER (3.00e-12 / 1.7e-12) rng=[1.8e-12 - 4.2e-12])  ,0.0,,0,
3,4,92,25.77 Gbps,25.77 Gbps,1.088000e+12,0,8.585648e-13,0.0,BER (2.38e-12 / 1.6e-12) rng=[1.2e-12 - 4.2e-12])  ,0.0,,0,
4,5,105,25.77 Gbps,25.77 Gbps,1.385293e+12,0,6.780788e-13,0.0,BER (2.00e-12 / 1.5e-12) rng=[8.6e-13 - 4.2e-12])  ,0.0,,0,
5,6,116,25.77 Gbps,25.77 Gbps,1.702938e+12,0,5.592413e-13,0.0,BER (1.74e-12 / 1.4e-12) rng=[6.8e-13 - 4.2e-12])  ,0.0,,0,
6,7,128,25.77 Gbps,25.77 Gbps,2.025982e+12,0,4.776551e-13,0.0,BER (1.54e-12 / 1.4e-12) rng=[5.6e-13 - 4.2e-12])  ,0.0,,0,
7,8,141,25.77 Gbps,25.77 Gbps,2.333016e+12,0,4.150014e-13,0.0,BER (1.39e-12 / 1.3e-12) rng=[4.8e-13 - 4.2e-12])  ,0.0,,0,
8,9,151,25.77 Gbps,25.77 Gbps,2.576149e+12,0,3.793191e-13,0.0,BER (1.27e-12 / 1.3e-12) rng=[4.2e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
9,10,160,25.77 Gbps,25.781 Gbps,2.801774e+12,0,3.496083e-13,0.0,BER (1.17e-12 / 1.2e-12) rng=[3.8e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
10,11,169,25.77 Gbps,25.77 Gbps,3.023861e+12,0,3.242819e-13,0.0,BER (1.09e-12 / 1.2e-12) rng=[3.5e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
11,12,177,25.77 Gbps,25.77 Gbps,3.241091e+12,0,3.026918e-13,0.0,BER (1.02e-12 / 1.1e-12) rng=[3.2e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
12,13,186,25.77 Gbps,25.77 Gbps,3.471119e+12,0,2.82798e-13,0.0,BER (9.58e-13 / 1.1e-12) rng=[3.0e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
13,14,195,25.77 Gbps,25.77 Gbps,3.693244e+12,0,2.663334e-13,0.0,BER (9.06e-13 / 1.1e-12) rng=[2.8e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
14,15,204,25.77 Gbps,25.77 Gbps,3.930943e+12,0,2.506521e-13,0.0,BER (8.60e-13 / 1.0e-12) rng=[2.7e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
15,16,212,25.77 Gbps,25.77 Gbps,4.149202e+12,0,2.372008e-13,0.0,BER (8.19e-13 / 1.0e-12) rng=[2.5e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
16,17,221,25.77 Gbps,25.77 Gbps,4.370034e+12,0,2.258378e-13,0.0,BER (7.83e-13 / 1.0e-12) rng=[2.4e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
17,18,229,25.77 Gbps,25.77 Gbps,4.595457e+12,0,2.145968e-13,0.0,BER (7.50e-13 / 9.7e-13) rng=[2.3e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
18,19,238,25.77 Gbps,25.77 Gbps,4.821675e+12,0,2.04574e-13,0.0,BER (7.20e-13 / 9.5e-13) rng=[2.1e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
19,20,247,25.77 Gbps,25.77 Gbps,5.048536e+12,0,1.960345e-13,0.0,BER (6.93e-13 / 9.3e-13) rng=[2.0e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
20,21,255,25.77 Gbps,25.77 Gbps,5.268691e+12,0,1.874444e-13,0.0,BER (6.68e-13 / 9.2e-13) rng=[2.0e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
21,22,265,25.77 Gbps,25.77 Gbps,5.494282e+12,0,1.797745e-13,0.0,BER (6.46e-13 / 9.0e-13) rng=[1.9e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
22,23,274,25.77 Gbps,25.77 Gbps,5.734860e+12,0,1.725338e-13,0.0,BER (6.24e-13 / 8.8e-13) rng=[1.8e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
23,24,282,25.77 Gbps,25.77 Gbps,5.963049e+12,0,1.658078e-13,0.0,BER (6.05e-13 / 8.7e-13) rng=[1.7e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
24,25,292,25.77 Gbps,25.77 Gbps,6.195106e+12,0,1.597654e-13,0.0,BER (5.86e-13 / 8.5e-13) rng=[1.7e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
25,26,301,25.77 Gbps,25.77 Gbps,6.432799e+12,0,1.539951e-13,0.0,BER (5.69e-13 / 8.4e-13) rng=[1.6e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
26,27,310,25.77 Gbps,25.77 Gbps,6.655853e+12,0,1.488095e-13,0.0,BER (5.53e-13 / 8.3e-13) rng=[1.5e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
27,28,318,25.77 Gbps,25.77 Gbps,6.875891e+12,0,1.441399e-13,0.0,BER (5.38e-13 / 8.1e-13) rng=[1.5e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
28,29,327,25.77 Gbps,25.77 Gbps,7.137267e+12,0,1.386968e-13,0.0,BER (5.24e-13 / 8.0e-13) rng=[1.4e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
29,30,338,25.77 Gbps,25.77 Gbps,7.433725e+12,0,1.329578e-13,0.0,BER (5.11e-13 / 7.9e-13) rng=[1.4e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
30,31,350,25.77 Gbps,25.77 Gbps,7.730448e+12,0,1.275493e-13,0.0,BER (4.98e-13 / 7.8e-13) rng=[1.3e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
31,32,362,25.77 Gbps,25.781 Gbps,8.046741e+12,0,1.225591e-13,0.0,BER (4.86e-13 / 7.7e-13) rng=[1.3e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
32,33,375,25.77 Gbps,25.77 Gbps,8.369261e+12,0,1.17969e-13,0.0,BER (4.75e-13 / 7.6e-13) rng=[1.2e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
33,34,388,25.77 Gbps,25.77 Gbps,8.688080e+12,0,1.139691e-13,0.0,BER (4.64e-13 / 7.5e-13) rng=[1.2e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
34,35,399,25.77 Gbps,25.77 Gbps,8.996095e+12,0,1.102082e-13,0.0,BER (4.54e-13 / 7.4e-13) rng=[1.1e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
35,36,410,25.77 Gbps,25.77 Gbps,9.274652e+12,0,1.068073e-13,0.0,BER (4.44e-13 / 7.3e-13) rng=[1.1e-13 - 4.2e-12])  ,67.0,PEAK (16=807 / 83=749)  VALEY (26),0,
36,37,421,25.77 Gbps,25.77 Gbps,9.515625e+12,0,1.044909e-13,0.0,BER (4.35e-13 / 7.3e-13) rng=[1.1e-13 - 4.2e-12])  ,67.0,PEAK (16=1565 / 83=1516)  VALEY (26),0,
37,38,429,25.77 Gbps,25.77 Gbps,9.740038e+12,0,1.019947e-13,0.0,BER (4.26e-13 / 7.2e-13) rng=[1.0e-13 - 4.2e-12])  ,67.0,PEAK (16=1565 / 83=1516)  VALEY (26),0,
38,39,438,25.77 Gbps,25.77 Gbps,9.961980e+12,0,9.975323e-14,0.0,BER (4.17e-13 / 7.1e-13) rng=[1.0e-13 - 4.2e-12])  ,67.0,PEAK (16=1565 / 83=1516)  VALEY (26),0,
39,40,447,25.77 Gbps,25.77 Gbps,1.019021e+13,0,9.761566e-14,0.0,BER (4.09e-13 / 7.0e-13) rng=[1.0e-13 - 4.2e-12])  ,67.0,PEAK (16=1565 / 83=1516)  VALEY (26),0,
40,41,455,25.77 Gbps,25.77 Gbps,1.041381e+13,0,9.541788e-14,0.0,BER (4.01e-13 / 6.9e-13) rng=[9.8e-14 - 4.2e-12])  ,67.0,PEAK (16=1565 / 83=1516)  VALEY (26),0,
41,42,464,25.77 Gbps,25.77 Gbps,1.063993e+13,0,9.34283e-14,0.0,BER (3.94e-13 / 6.9e-13) rng=[9.5e-14 - 4.2e-12])  ,67.0,PEAK (16=1565 / 83=1516)  VALEY (26),0,
42,43,473,25.77 Gbps,25.77 Gbps,1.087200e+13,0,9.146197e-14,0.0,BER (3.87e-13 / 6.8e-13) rng=[9.3e-14 - 4.2e-12])  ,67.0,PEAK (16=1565 / 83=1516)  VALEY (26),0,
43,44,482,25.77 Gbps,25.77 Gbps,1.109271e+13,0,8.959587e-14,0.0,BER (3.80e-13 / 6.7e-13) rng=[9.1e-14 - 4.2e-12])  ,67.0,PEAK (16=1565 / 83=1516)  VALEY (26),0,
44,45,491,25.77 Gbps,25.77 Gbps,1.132343e+13,0,8.785869e-14,0.0,BER (3.73e-13 / 6.7e-13) rng=[9.0e-14 - 4.2e-12])  ,67.0,PEAK (16=1565 / 83=1516)  VALEY (26),0,
45,46,499,25.77 Gbps,25.77 Gbps,1.154971e+13,0,8.615235e-14,0.0,BER (3.67e-13 / 6.6e-13) rng=[8.8e-14 - 4.2e-12])  ,67.0,PEAK (16=1565 / 83=1516)  VALEY (26),0,
46,47,508,25.77 Gbps,25.77 Gbps,1.177214e+13,0,8.446827e-14,0.0,BER (3.61e-13 / 6.6e-13) rng=[8.6e-14 - 4.2e-12])  ,67.0,PEAK (16=1565 / 83=1516)  VALEY (26),0,
47,48,517,25.781 Gbps,25.77 Gbps,1.199334e+13,0,8.290227e-14,0.0,BER (3.55e-13 / 6.5e-13) rng=[8.4e-14 - 4.2e-12])  ,67.0,PEAK (16=1565 / 83=1516)  VALEY (26),0,
48,49,525,25.77 Gbps,25.77 Gbps,1.223026e+13,0,8.138433e-14,0.0,BER (3.49e-13 / 6.4e-13) rng=[8.3e-14 - 4.2e-12])  ,67.0,PEAK (16=1565 / 83=1516)  VALEY (26),0,
49,50,534,25.77 Gbps,25.77 Gbps,1.245971e+13,0,7.987374e-14,0.0,BER (3.44e-13 / 6.4e-13) rng=[8.1e-14 - 4.2e-12])  ,67.0,PEAK (16=1565 / 83=1516)  VALEY (26),0,
50,51,543,25.77 Gbps,25.77 Gbps,1.266897e+13,0,7.856174e-14,0.0,BER (3.39e-13 / 6.3e-13) rng=[8.0e-14 - 4.2e-12])  ,67.0,PEAK (16=1565 / 83=1516)  VALEY (26),0,
51,52,552,25.77 Gbps,25.77 Gbps,1.290474e+13,0,7.711979e-14,0.0,BER (3.33e-13 / 6.3e-13) rng=[7.9e-14 - 4.2e-12])  ,67.0,PEAK (16=1565 / 83=1516)  VALEY (26),0,
52,53,561,25.77 Gbps,25.77 Gbps,1.312968e+13,0,7.580573e-14,0.0,BER (3.29e-13 / 6.2e-13) rng=[7.7e-14 - 4.2e-12])  ,67.0,PEAK (16=1565 / 83=1516)  VALEY (26),0,
