,Samples,Elapsed Time,Status,Line Rate,Bits Count,Errors Count,BER,SNR,Link Status,EYE-Opening,Histogram,PER,PER Statistics
0,1,65,26.543 Gbps,26.555 Gbps,2.382042e+11,0,3.288011e-12,0.0,  ,0.0,,0,
1,2,76,26.555 Gbps,26.543 Gbps,5.157266e+11,0,1.677559e-12,0.0,BER (3.29e-12 / nan) rng=[3.3e-12 - 3.3e-12])  ,0.0,,0,
2,3,86,26.543 Gbps,26.555 Gbps,8.509202e+11,0,1.099807e-12,0.0,BER (2.48e-12 / 1.1e-12) rng=[1.7e-12 - 3.3e-12])  ,33.0,PEAK (33=1665 / 66=1809)  VALEY (42),0,
3,4,98,26.555 Gbps,26.555 Gbps,1.154727e+12,0,8.188717e-13,0.0,BER (2.02e-12 / 1.1e-12) rng=[1.1e-12 - 3.3e-12])  ,33.0,PEAK (33=1665 / 66=1809)  VALEY (42),0,
4,5,110,26.543 Gbps,26.555 Gbps,1.456101e+12,0,6.570408e-13,0.0,BER (1.72e-12 / 1.1e-12) rng=[8.2e-13 - 3.3e-12])  ,33.0,PEAK (33=1665 / 66=1809)  VALEY (42),0,
5,6,122,26.543 Gbps,26.555 Gbps,1.777068e+12,0,5.417234e-13,0.0,BER (1.51e-12 / 1.1e-12) rng=[6.6e-13 - 3.3e-12])  ,33.0,PEAK (33=1665 / 66=1809)  VALEY (42),0,
6,7,132,26.555 Gbps,26.543 Gbps,2.068156e+12,0,4.671783e-13,0.0,BER (1.35e-12 / 1.0e-12) rng=[5.4e-13 - 3.3e-12])  ,33.0,PEAK (33=1665 / 66=1809)  VALEY (42),0,
7,8,144,26.555 Gbps,26.543 Gbps,2.367417e+12,0,4.115663e-13,0.0,BER (1.22e-12 / 1.0e-12) rng=[4.7e-13 - 3.3e-12])  ,33.0,PEAK (33=1665 / 66=1809)  VALEY (42),0,
8,9,155,26.543 Gbps,26.555 Gbps,2.630474e+12,0,3.71247e-13,0.0,BER (1.12e-12 / 9.7e-13) rng=[4.1e-13 - 3.3e-12])  ,33.0,PEAK (33=1665 / 66=1809)  VALEY (42),0,
9,10,163,26.555 Gbps,26.543 Gbps,2.855646e+12,0,3.42178e-13,0.0,BER (1.04e-12 / 9.4e-13) rng=[3.7e-13 - 3.3e-12])  ,33.0,PEAK (33=1665 / 66=1809)  VALEY (42),0,
10,11,172,26.555 Gbps,26.555 Gbps,3.083384e+12,0,3.192682e-13,0.0,BER (9.68e-13 / 9.1e-13) rng=[3.4e-13 - 3.3e-12])  ,33.0,PEAK (33=1665 / 66=1809)  VALEY (42),0,
11,12,180,26.555 Gbps,26.555 Gbps,3.307611e+12,0,2.964356e-13,0.0,BER (9.09e-13 / 8.9e-13) rng=[3.2e-13 - 3.3e-12])  ,33.0,PEAK (33=1665 / 66=1809)  VALEY (42),0,
12,13,189,26.543 Gbps,26.543 Gbps,3.528458e+12,0,2.783306e-13,0.0,BER (8.58e-13 / 8.7e-13) rng=[3.0e-13 - 3.3e-12])  ,33.0,PEAK (33=1665 / 66=1809)  VALEY (42),0,
13,14,198,26.543 Gbps,26.543 Gbps,3.760025e+12,0,2.625758e-13,0.0,BER (8.13e-13 / 8.4e-13) rng=[2.8e-13 - 3.3e-12])  ,33.0,PEAK (33=1665 / 66=1809)  VALEY (42),0,
14,15,206,26.555 Gbps,26.543 Gbps,3.982819e+12,0,2.467416e-13,0.0,BER (7.74e-13 / 8.2e-13) rng=[2.6e-13 - 3.3e-12])  ,33.0,PEAK (33=1665 / 66=1809)  VALEY (42),0,
15,16,215,26.555 Gbps,26.555 Gbps,4.211979e+12,0,2.338477e-13,0.0,BER (7.39e-13 / 8.1e-13) rng=[2.5e-13 - 3.3e-12])  ,33.0,PEAK (33=1665 / 66=1809)  VALEY (42),0,
16,17,223,26.543 Gbps,26.555 Gbps,4.446416e+12,0,2.225186e-13,0.0,BER (7.07e-13 / 7.9e-13) rng=[2.3e-13 - 3.3e-12])  ,33.0,PEAK (33=1665 / 66=1809)  VALEY (42),0,
17,18,231,26.555 Gbps,26.543 Gbps,4.671076e+12,0,2.111854e-13,0.0,BER (6.79e-13 / 7.7e-13) rng=[2.2e-13 - 3.3e-12])  ,33.0,PEAK (33=1665 / 66=1809)  VALEY (42),0,
18,19,241,26.555 Gbps,26.555 Gbps,4.888687e+12,0,2.01729e-13,0.0,BER (6.53e-13 / 7.6e-13) rng=[2.1e-13 - 3.3e-12])  ,33.0,PEAK (33=1665 / 66=1809)  VALEY (42),0,
